Rainfall,Depth_to_Groundwater,Temperature,Drainage_Volume,River_Hydrometry
" ARIMA(1,1,1)(0,0,0)[52] intercept"," ARIMA(2,1,2)(1,0,0)[52] intercept"," ARIMA(3,0,0)(2,0,0)[52] intercept"," ARIMA(1,1,1)(0,0,0)[52]          "," ARIMA(1,1,2)(1,0,0)[52]          "
