,Rainfall,Depth_to_Groundwater,Temperature,Drainage_Volume,River_Hydrometry
RMSE,0.1737198338945156,0.009092708955315148,0.06778731955519954,0.0683766968111409,0.0826033923502503
MAE,0.13738288056288048,0.006830689994730798,0.052189101292379005,0.05295395450836138,0.061941247996479855
MAPE,inf,1.230859462305181,16.169287366255507,8.69124476354101,15.816988474368992
