,Rainfall,Depth_to_Groundwater,Temperature,Drainage_Volume,River_Hydrometry
RMSE,5.460653818285433,0.07046351015056306,2.022788932453528,1605.9153163669864,0.1009558273445563
MAE,2.935387218047968,0.05213865369157267,1.515161945469556,1195.5800411592381,0.05795166630542435
MAPE,inf,0.20487748821537544,inf,4.501809892874283,2.147203037275757
