,Rainfall,Depth_to_Groundwater,Temperature,Drainage_Volume,River_Hydrometry
RMSE,0.1737198338945156,0.009024730446217292,0.0748258073715219,0.0683766968111409,0.0823678815680472
MAE,0.13738288056288048,0.006773426237365916,0.0598559538806641,0.05295395450836138,0.06239678552457894
MAPE,inf,1.2156240614193172,19.604550271170947,8.69124476354101,15.872803275259114
