,Rainfall,Depth_to_Groundwater,Temperature,Drainage_Volume,River_Hydrometry
RMSE,17.936258912366338,0.4082644871319168,3.381273133682403,13538.489435174859,0.17773504154060785
MAE,12.295426368170391,0.31335446772354336,2.797537779901038,10685.169083810017,0.12983441290901832
MAPE,inf,1.2366121051453014,26.185150038642863,5.542727929407013,4.865523773252305
