,Rainfall,Depth_to_Groundwater,Temperature,Drainage_Volume,River_Hydrometry
RMSE,0.08234427230295825,0.008322314878132592,0.056690935532445155,0.062254829789064665,0.04473063871967503
MAE,0.03748535689636298,0.006379518013890333,0.04426346805088405,0.04681048345222729,0.028207518518244868
MAPE,inf,1.1390562103763031,inf,8.601581027379979,9.186309468935292
