,Rainfall,Depth_to_Groundwater,Temperature,Drainage_Volume,River_Hydrometry
RMSE,5.194761677017319,0.46631735506643734,1.952955495247993,28689.537549029497,0.12920333657758504
MAE,2.146912074427754,0.2831283643299952,1.482833454096328,28329.184036692892,0.08969959189318075
MAPE,inf,1.2615890978571243,inf,inf,3.5863648989472066
