,Rainfall,Depth_to_Groundwater,Temperature,Drainage_Volume,River_Hydrometry
RMSE,0.17983291299507168,0.013079616856774738,0.07762840695617032,0.08520881177569127,0.08484474658412584
MAE,0.12934420798688406,0.010429467398453171,0.061922754212995805,0.06993440742093131,0.06742114109500165
MAPE,inf,1.8621616971687485,19.9211751014536,11.211114211362984,17.711254725083677
