,Rainfall,Depth_to_Groundwater,Temperature,Drainage_Volume,River_Hydrometry
RMSE,17.533709022962263,0.18999075254084616,2.4752371964194153,12847.424678597992,0.1515084763347544
MAE,12.611060303058657,0.15149543151859277,1.974451227051875,10544.414561046076,0.12039489515163616
MAPE,inf,0.5978024551649628,19.355471881757666,5.6923426755579865,4.644426525558468
