,Rainfall,Depth_to_Groundwater,Temperature,Drainage_Volume,River_Hydrometry
RMSE,6.817645178676368,0.06386452118326805,2.0272101155489404,2669.309723794419,0.10652737643712222
MAE,2.4159561800428673,0.04848535365563234,1.5171945701357468,1507.0295822814955,0.05296499166468207
MAPE,inf,0.19471831522625102,inf,inf,1.9932008545584845
