,Rainfall,Depth_to_Groundwater,Temperature,Drainage_Volume,River_Hydrometry
RMSE,51.0278887940958,0.6364914921259349,4.1574748808060225,2233.6616320442135,0.21088745656280736
MAE,38.85000000000001,0.476657160666978,3.6078827675256075,1653.4866464408353,0.15974603236626467
MAPE,inf,1.8768627732466403,30.29048866575345,5.77320626441043,6.365662338553456
