,Rainfall,Depth_to_Groundwater,Temperature,Drainage_Volume,River_Hydrometry
RMSE,301.5783190151441,2.943686538626767,0.8849867228639989,2416.3707389134147,0.16345560498993655
MAE,250.29166666666666,2.1888992138622156,0.5918983100388888,2119.23189463678,0.11650331011155168
MAPE,53.85530690437177,8.791616726577873,4.177872293462944,7.54311251823276,4.7920940249876
