,Rainfall,Depth_to_Groundwater,Temperature,Drainage_Volume,River_Hydrometry
RMSE,0.10638157856251032,0.004550278644488621,0.0573677403374172,0.06676026257095269,0.04528815712073079
MAE,0.04109962504735591,0.0034777663791271006,0.04268774361382785,0.04907485025469973,0.022308940843319414
MAPE,inf,0.6304845474582914,inf,8.84845112290934,6.390294113070931
