,Rainfall,Depth_to_Groundwater,Temperature,Drainage_Volume,River_Hydrometry
RMSE,0.2337293163790604,0.011326841933139561,0.07958815489121443,0.07072824933191851,0.08464292398662504
MAE,0.16004583870505656,0.00843801783665703,0.062025690314571204,0.05495989476534285,0.06140782122905029
MAPE,inf,1.5036606688367289,19.71579976139746,8.94815308111037,14.748315411030674
