,Rainfall,Depth_to_Groundwater,Temperature,Drainage_Volume,River_Hydrometry
RMSE,20.006967172485982,0.18100647574166048,2.716445605954531,2216.3459873584025,0.1733015713502614
MAE,12.718801996672212,0.13609662467316375,2.1216840979320177,1464.6505101022108,0.10925597828910191
MAPE,inf,0.5361453675178859,24.899500924349415,5.581439484806167,4.2077954777534625
